id,template,type,question,answer
11,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [8, 10, 14, 15, 21, _, _], average 17, squared-spread seal 304/7 -> 25
Ordered values [5, _, 12, 20, 22, 26, _], average 124/7, squared-spread seal 3314/49 -> 10

Now repair this ledger:
Ordered values [2, 7, 11, _, 16, 28, _], average 111/7, squared-spread seal 4920/49
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",15
12,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [10, 12, 15, _, _, 35], average 20, squared-spread seal 272/3 -> 17
Ordered values [_, 9, 12, 16, _, 33], average 33/2, squared-spread seal 1075/12 -> 5

Now repair this ledger:
Ordered values [2, 3, _, 12, _, 22, 23, 31], average 61/4, squared-spread seal 1551/16
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",8
13,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [_, 16, 18, 25, _, 31], average 127/6, squared-spread seal 2057/36 -> 9
Ordered values [2, 6, 14, _, _, 31, 34], average 136/7, squared-spread seal 6802/49 -> 19

Now repair this ledger:
Ordered values [4, 9, 17, 23, _, _, 31, 36], average 43/2, squared-spread seal 417/4
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",24
14,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [1, 2, 9, 12, 18, 22, _, _], average 14, squared-spread seal 78 -> 23
Ordered values [3, 11, 12, _, 29, _, 33], average 134/7, squared-spread seal 5564/49 -> 16

Now repair this ledger:
Ordered values [_, 10, 15, _, 35, 36], average 125/6, squared-spread seal 5849/36
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",2
15,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [_, _, 12, 22, 25, 31, 34], average 19, squared-spread seal 884/7 -> 4
Ordered values [7, 16, 23, _, 28, 34, _], average 24, squared-spread seal 592/7 -> 25

Now repair this ledger:
Ordered values [9, 11, _, 17, 18, 23, 24, _], average 147/8, squared-spread seal 3007/64
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",14
16,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [1, 4, 6, 22, 26, _, _, 35], average 39/2, squared-spread seal 165 -> 30
Ordered values [2, 3, 5, _, _, 32, 34], average 115/7, squared-spread seal 8216/49 -> 13

Now repair this ledger:
Ordered values [7, 12, 15, 16, 24, 25, _, _], average 81/4, squared-spread seal 1207/16
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",28
17,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [2, _, 16, _, 24, 27, 28, 35], average 159/8, squared-spread seal 7671/64 -> 4
Ordered values [_, 2, 12, 15, 16, 17, 24, _], average 119/8, squared-spread seal 5991/64 -> 1

Now repair this ledger:
Ordered values [1, 7, _, 13, _, 21, 23], average 90/7, squared-spread seal 2582/49
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",9
18,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [_, _, 11, 13, 21, 26, 27, 31], average 69/4, squared-spread seal 1515/16 -> 4
Ordered values [_, _, 15, 21, 26, 30], average 56/3, squared-spread seal 530/9 -> 9

Now repair this ledger:
Ordered values [_, _, 21, 25, 34, 35], average 62/3, squared-spread seal 1388/9
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",4
19,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [8, 20, _, 23, _, 36], average 22, squared-spread seal 67 -> 21
Ordered values [_, 7, _, 17, 26, 30, 34], average 124/7, squared-spread seal 6590/49 -> 2

Now repair this ledger:
Ordered values [1, 2, 13, 15, _, _, 29, 33], average 16, squared-spread seal 449/4
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",16
20,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [_, 4, 7, 12, 14, 32, 33, _], average 137/8, squared-spread seal 10631/64 -> 1
Ordered values [_, _, 8, 9, 10, 13, 18, 22], average 87/8, squared-spread seal 2439/64 -> 2

Now repair this ledger:
Ordered values [1, 6, 11, 20, 21, 24, _, _], average 145/8, squared-spread seal 7015/64
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",29
21,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [6, 23, 26, _, _, 36], average 26, squared-spread seal 99 -> 32
Ordered values [_, 11, 15, _, 24, 27, 36], average 136/7, squared-spread seal 4772/49 -> 4

Now repair this ledger:
Ordered values [3, _, 24, 29, _, 34], average 68/3, squared-spread seal 1079/9
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",14
22,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [_, 5, 13, _, 23, 31, 32], average 123/7, squared-spread seal 5682/49 -> 3
Ordered values [11, 19, _, 27, _, 33], average 73/3, squared-spread seal 500/9 -> 25

Now repair this ledger:
Ordered values [2, 5, _, 19, 29, _], average 16, squared-spread seal 424/3
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",8
23,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [_, _, 10, 18, 22, 26, 29, 36], average 77/4, squared-spread seal 1691/16 -> 5
Ordered values [1, 20, _, 25, 27, _], average 125/6, squared-spread seal 3209/36 -> 22

Now repair this ledger:
Ordered values [_, 6, 14, 22, _, 29, 36], average 139/7, squared-spread seal 6250/49
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",4
24,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [7, 8, 14, _, 26, _, 35], average 142/7, squared-spread seal 5120/49 -> 21
Ordered values [_, 3, 8, 10, 12, _, 32, 34], average 65/4, squared-spread seal 2459/16 -> 2

Now repair this ledger:
Ordered values [1, 2, 7, 9, _, _], average 11, squared-spread seal 269/3
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",20
25,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [_, 11, 15, _, 18, 28, 36], average 128/7, squared-spread seal 4770/49 -> 4
Ordered values [3, 4, 16, 20, _, _], average 46/3, squared-spread seal 713/9 -> 23

Now repair this ledger:
Ordered values [10, _, 21, _, 26, 28, 33], average 162/7, squared-spread seal 2288/49
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",19
26,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [_, 8, 18, 19, 22, _, 29, 33], average 79/4, squared-spread seal 1215/16 -> 6
Ordered values [_, _, 10, 23, 34, 36], average 58/3, squared-spread seal 1385/9 -> 6

Now repair this ledger:
Ordered values [3, 9, 12, _, 24, _, 32, 36], average 167/8, squared-spread seal 7879/64
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",21
27,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [2, 7, 8, 11, 16, _, 21, _], average 59/4, squared-spread seal 1423/16 -> 19
Ordered values [7, _, _, 21, 29, 33, 34, 35], average 45/2, squared-spread seal 122 -> 9

Now repair this ledger:
Ordered values [1, 3, 10, _, _, 36], average 14, squared-spread seal 136
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",15
28,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [_, 10, 11, 12, 15, 23, _], average 115/7, squared-spread seal 3750/49 -> 9
Ordered values [2, _, 9, 17, _, 24, 30], average 108/7, squared-spread seal 4548/49 -> 5

Now repair this ledger:
Ordered values [16, _, _, 23, 24, 25, 32, 34], average 195/8, squared-spread seal 2031/64
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",20
29,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [4, 7, 8, 14, 22, _, _, 29], average 135/8, squared-spread seal 5479/64 -> 23
Ordered values [3, _, _, 19, 21, 26], average 16, squared-spread seal 158/3 -> 13

Now repair this ledger:
Ordered values [_, 13, _, 25, 26, 36], average 64/3, squared-spread seal 884/9
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",5
30,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [6, 9, 10, 22, _, 30, _], average 132/7, squared-spread seal 4542/49 -> 24
Ordered values [10, 13, 20, _, _, 23], average 109/6, squared-spread seal 857/36 -> 21

Now repair this ledger:
Ordered values [_, 7, 20, 23, 27, 28, _, 36], average 177/8, squared-spread seal 6455/64
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",6
31,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [_, 6, _, 17, 18, 19], average 73/6, squared-spread seal 1601/36 -> 1
Ordered values [_, 9, 12, 15, _, 22, 25, 29], average 69/4, squared-spread seal 911/16 -> 6

Now repair this ledger:
Ordered values [9, 14, _, 29, _, 32], average 23, squared-spread seal 229/3
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",23
32,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [_, 5, 13, 14, _, 24, 25], average 102/7, squared-spread seal 3288/49 -> 2
Ordered values [_, 7, _, 9, 15, 17, 30], average 90/7, squared-spread seal 3268/49 -> 4

Now repair this ledger:
Ordered values [6, _, 8, 12, 28, _], average 97/6, squared-spread seal 4829/36
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",7
33,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [10, 11, 14, _, 21, _], average 18, squared-spread seal 182/3 -> 19
Ordered values [6, _, 22, 27, 29, 31, _], average 160/7, squared-spread seal 4696/49 -> 11

Now repair this ledger:
Ordered values [6, _, _, 12, 16, 22, 35], average 108/7, squared-spread seal 4394/49
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",7
34,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [10, 11, _, 17, 18, _, 26, 29], average 149/8, squared-spread seal 2959/64 -> 13
Ordered values [_, 7, 12, 14, 21, 22, _], average 104/7, squared-spread seal 2260/49 -> 5

Now repair this ledger:
Ordered values [5, 8, 10, 18, _, 28, _], average 129/7, squared-spread seal 5542/49
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",24
35,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [1, 11, 13, _, _, 34], average 35/2, squared-spread seal 553/4 -> 14
Ordered values [_, _, 16, 21, 27, 31], average 107/6, squared-spread seal 3353/36 -> 4

Now repair this ledger:
Ordered values [1, 2, _, _, 22, 24, 32, 36], average 153/8, squared-spread seal 8871/64
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",17
36,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [4, _, 8, 25, 26, 32, _], average 134/7, squared-spread seal 7146/49 -> 5
Ordered values [1, 6, 13, 21, _, 24, 29, _], average 153/8, squared-spread seal 7703/64 -> 23

Now repair this ledger:
Ordered values [1, 4, 8, 15, 19, _, _], average 111/7, squared-spread seal 6810/49
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",29
37,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [3, _, 14, 16, 19, _, 29, 33], average 35/2, squared-spread seal 369/4 -> 6
Ordered values [_, 5, _, 15, 20, 23, 27], average 101/7, squared-spread seal 3750/49 -> 2

Now repair this ledger:
Ordered values [2, 7, 8, _, 30, 32, 35, _], average 159/8, squared-spread seal 11863/64
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",9
38,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [7, 14, _, 24, _, 35], average 62/3, squared-spread seal 704/9 -> 19
Ordered values [3, _, _, 13, 14, 26, 29], average 108/7, squared-spread seal 3428/49 -> 11

Now repair this ledger:
Ordered values [16, _, 23, 24, 31, 33, _], average 181/7, squared-spread seal 2008/49
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",20
39,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [5, _, 22, 23, 28, _], average 41/2, squared-spread seal 305/4 -> 14
Ordered values [_, 9, 10, 16, 25, 27, _], average 128/7, squared-spread seal 5400/49 -> 5

Now repair this ledger:
Ordered values [_, _, 23, 30, 31, 34, 35], average 193/7, squared-spread seal 1762/49
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",19
40,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [15, 17, 18, 19, 20, _, 31, _], average 45/2, squared-spread seal 159/4 -> 28
Ordered values [1, _, 16, 22, _, 32], average 107/6, squared-spread seal 4757/36 -> 6

Now repair this ledger:
Ordered values [8, 16, 20, 21, _, _], average 62/3, squared-spread seal 515/9
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",28
41,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [1, 11, _, 19, 23, 27, 28, _], average 81/4, squared-spread seal 1587/16 -> 18
Ordered values [8, 10, _, _, 21, 31, 32], average 135/7, squared-spread seal 3720/49 -> 16

Now repair this ledger:
Ordered values [_, 3, 8, _, 15, 19, 35, 36], average 16, squared-spread seal 309/2
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",2
42,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [_, 10, _, 18, 25, 31, 33, 36], average 169/8, squared-spread seal 8199/64 -> 2
Ordered values [4, 13, 16, _, 29, 32, _, 34], average 45/2, squared-spread seal 431/4 -> 19

Now repair this ledger:
Ordered values [1, 8, _, 15, _, 32], average 50/3, squared-spread seal 1166/9
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",13
43,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [_, 2, 5, 6, 9, _, 21, 36], average 25/2, squared-spread seal 517/4 -> 1
Ordered values [_, 18, 22, 25, 31, 32, 35, _], average 211/8, squared-spread seal 4143/64 -> 12

Now repair this ledger:
Ordered values [1, _, _, 13, 19, 21, 28], average 94/7, squared-spread seal 3974/49
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",5
44,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [7, 8, 16, 20, 24, _, 29, _], average 83/4, squared-spread seal 1363/16 -> 28
Ordered values [11, _, 14, 16, _, 31, 32], average 144/7, squared-spread seal 3666/49 -> 12

Now repair this ledger:
Ordered values [8, 13, _, 16, 23, _, 32, 33], average 21, squared-spread seal 80
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",14
45,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [1, _, 3, 4, _, 8, 16, 35], average 19/2, squared-spread seal 451/4 -> 2
Ordered values [2, _, 19, 29, _, 32, 34], average 153/7, squared-spread seal 6936/49 -> 7

Now repair this ledger:
Ordered values [1, 9, 12, 13, _, 23, 28, _], average 141/8, squared-spread seal 6367/64
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",22
46,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [_, 13, 14, _, 25, 29, 34], average 136/7, squared-spread seal 4240/49 -> 6
Ordered values [5, 10, _, 20, 24, 25, 28, _], average 163/8, squared-spread seal 5679/64 -> 15

Now repair this ledger:
Ordered values [1, 3, _, 10, _, 28, 34, 36], average 139/8, squared-spread seal 11519/64
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",5
47,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [1, 2, 20, 24, _, 26, 28, _], average 157/8, squared-spread seal 7567/64 -> 25
Ordered values [1, _, 7, 8, _, 20, 22, 35], average 115/8, squared-spread seal 6895/64 -> 6

Now repair this ledger:
Ordered values [9, 10, _, 15, _, 30, 34], average 127/7, squared-spread seal 4136/49
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",12
48,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [10, 11, _, 21, _, 27, 36], average 142/7, squared-spread seal 3608/49 -> 15
Ordered values [2, 5, _, 24, 25, _], average 97/6, squared-spread seal 4889/36 -> 8

Now repair this ledger:
Ordered values [_, 7, _, 12, 15, 21, 22], average 89/7, squared-spread seal 2040/49
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",4
49,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [16, 18, _, 25, 26, _], average 24, squared-spread seal 113/3 -> 24
Ordered values [5, 9, 15, 18, _, 31, 34, _], average 167/8, squared-spread seal 7287/64 -> 20

Now repair this ledger:
Ordered values [_, 21, 22, _, 28, 36], average 143/6, squared-spread seal 2237/36
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",10
50,silent_census,statistics,"In the census house, a list of distinct integers was written in increasing order, but two entries were smudged away. The keeper still preserved the full average and the full squared-spread seal, where the squared-spread seal means the population variance.

Earlier repaired ledgers:
Ordered values [_, _, 27, 28, 31, 33], average 65/3, squared-spread seal 1211/9 -> 5
Ordered values [_, 10, 12, 13, _, 27, 29, 30], average 141/8, squared-spread seal 6079/64 -> 1

Now repair this ledger:
Ordered values [3, 4, 6, 15, _, 27, _], average 115/7, squared-spread seal 6984/49
What is the smaller missing integer?

Please only give the answer in numerical format and only reply with the answer.",24
